Order_ID,Customer_ID,Order_Date,City,Area,Food_Category,Restaurant_Type,Payment_Method,Order_Amount,Delivery_Minutes,Rating,Promo_Used
ORD00488,CUST0414,2026-05-09,Karachi,North Nazimabad,Desi,Cloud Kitchen,Wallet,1360,30,4,No
ORD00489,CUST0259,2026-05-08,Islamabad,G-11,Chinese,Cloud Kitchen,Wallet,1410,41,4,No
ORD00490,CUST0377,2026-05-20,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1530,19,3,Yes
ORD00491,CUST0122,2026-05-01,Islamabad,G-11,Bakery,Bakery,Wallet,750,20,4,No
ORD00492,CUST0197,2026-05-10,Lahore,Johar Town,Burgers,Fast Food,Card,820,23,5,No
ORD00493,CUST0173,2026-05-19,Karachi,North Nazimabad,Desi,Cloud Kitchen,Cash,1140,43,4,No
ORD00494,CUST0108,2026-06-09,Karachi,PECHS,Desi,Casual Dining,Wallet,2110,38,4,No
ORD00495,CUST0353,2026-06-11,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1350,42,5,No
ORD00496,CUST0232,2026-05-24,Islamabad,I-8,Burgers,Fast Food,Card,1150,27,4,No
ORD00497,CUST0098,2026-05-18,Islamabad,Bahria Town ISB,Chinese,Casual Dining,Wallet,1660,40,4,No
ORD00498,CUST0366,2026-05-03,Karachi,DHA,Desi,Casual Dining,Cash,1940,52,1,No
ORD00499,CUST0283,2026-05-25,Karachi,North Nazimabad,Healthy,Cloud Kitchen,Cash,1140,27,4,No
ORD00500,CUST0263,2026-05-25,Rawalpindi,Saddar,Desi,Casual Dining,Wallet,1060,52,2,Yes
ORD00501,CUST0204,2026-06-10,Karachi,PECHS,Bakery,Bakery,Card,410,43,4,Yes
ORD00502,CUST0071,2026-05-29,Karachi,Gulshan-e-Iqbal,Healthy,Cloud Kitchen,Card,770,37,4,Yes
ORD00503,CUST0357,2026-06-11,Rawalpindi,Bahria Rawalpindi,Healthy,Cafe,Card,710,35,5,Yes
ORD00504,CUST0194,2026-05-23,Lahore,Wapda Town,Pizza,Fast Food,Cash,1740,42,3,Yes
ORD00505,CUST0245,2026-05-27,Lahore,Johar Town,Chinese,Casual Dining,Card,1580,43,3,No
ORD00506,CUST0106,2026-06-07,Lahore,DHA Lahore,Pizza,Casual Dining,Card,1960,26,4,No
ORD00507,CUST0095,2026-06-01,Lahore,Model Town,Desi,Casual Dining,Cash,960,20,5,Yes
ORD00508,CUST0052,2026-05-03,Lahore,Wapda Town,Healthy,Cloud Kitchen,Card,940,40,4,Yes
ORD00509,CUST0055,2026-05-17,Karachi,North Nazimabad,Bakery,Bakery,Card,380,24,4,No
ORD00510,CUST0394,2026-06-12,Karachi,Clifton,Chinese,Casual Dining,Card,2140,42,4,No
ORD00511,CUST0029,2026-05-15,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Card,930,37,5,Yes
ORD00512,CUST0356,2026-06-14,Lahore,Johar Town,Pizza,Fast Food,Card,1950,38,3,No
ORD00513,CUST0029,2026-06-12,Rawalpindi,Bahria Rawalpindi,Burgers,Fast Food,Card,1180,42,4,No
ORD00514,CUST0331,2026-05-10,Karachi,PECHS,Desi,Cloud Kitchen,Cash,1800,20,5,No
ORD00515,CUST0105,2026-06-05,Lahore,Model Town,Burgers,Fast Food,Card,760,39,5,Yes
ORD00516,CUST0252,2026-06-15,Lahore,DHA Lahore,Beverages,Cloud Kitchen,Wallet,740,35,3,No
ORD00517,CUST0312,2026-06-14,Lahore,DHA Lahore,Desi,Casual Dining,Card,1620,61,3,Yes
ORD00518,CUST0105,2026-05-17,Lahore,Gulberg,Desi,Casual Dining,Cash,1890,20,4,No
ORD00519,CUST0031,2026-06-07,Karachi,North Nazimabad,Bakery,Bakery,Card,460,34,4,Yes
ORD00520,CUST0324,2026-06-13,Karachi,North Nazimabad,Bakery,Bakery,Cash,740,22,4,Yes
ORD00521,CUST0262,2026-06-09,Karachi,Clifton,Bakery,Bakery,Wallet,680,59,3,Yes
ORD00522,CUST0202,2026-06-07,Karachi,PECHS,Beverages,Fast Food,Cash,650,44,4,No
ORD00523,CUST0057,2026-05-27,Rawalpindi,Satellite Town,Desi,Cloud Kitchen,Wallet,880,46,5,Yes
ORD00524,CUST0087,2026-05-30,Karachi,Clifton,Desi,Casual Dining,Card,870,19,4,No
ORD00525,CUST0140,2026-05-06,Karachi,North Nazimabad,Healthy,Cloud Kitchen,Card,1580,63,4,No
ORD00526,CUST0137,2026-05-28,Karachi,DHA,Desi,Casual Dining,Wallet,1060,24,4,Yes
ORD00527,CUST0091,2026-05-30,Lahore,Johar Town,Chinese,Casual Dining,Card,1620,34,4,No
ORD00528,CUST0183,2026-06-02,Karachi,Gulshan-e-Iqbal,Chinese,Casual Dining,Cash,1210,71,4,No
ORD00529,CUST0306,2026-06-10,Lahore,Model Town,Bakery,Bakery,Card,880,45,3,Yes
ORD00530,CUST0183,2026-05-24,Karachi,North Nazimabad,Bakery,Bakery,Cash,530,58,2,No
ORD00531,CUST0413,2026-06-11,Karachi,North Nazimabad,Pizza,Cloud Kitchen,Cash,2090,18,4,No
ORD00532,CUST0030,2026-05-06,Lahore,DHA Lahore,Pizza,Fast Food,Card,1120,21,5,No
ORD00533,CUST0312,2026-05-01,Islamabad,Bahria Town ISB,Bakery,Bakery,Cash,360,42,5,No
ORD00534,CUST0290,2026-05-29,Lahore,Gulberg,Pizza,Cloud Kitchen,Card,980,22,5,No
ORD00535,CUST0333,2026-06-08,Karachi,Gulshan-e-Iqbal,Chinese,Casual Dining,Wallet,2300,34,5,No
ORD00536,CUST0302,2026-05-27,Islamabad,Blue Area,Chinese,Cloud Kitchen,Cash,1940,25,5,No
ORD00537,CUST0120,2026-05-06,Lahore,Gulberg,Pizza,Casual Dining,Cash,1920,42,4,No
ORD00538,CUST0116,2026-05-30,Karachi,Clifton,Bakery,Bakery,Cash,620,35,4,Yes
ORD00539,CUST0004,2026-05-23,Karachi,Clifton,Chinese,Fast Food,Wallet,1720,63,4,No
ORD00540,CUST0173,2026-05-02,Karachi,PECHS,Beverages,Cafe,Wallet,410,18,5,No
ORD00541,CUST0090,2026-05-15,Islamabad,I-8,Bakery,Bakery,Wallet,410,66,4,No
ORD00542,CUST0077,2026-06-11,Karachi,PECHS,Beverages,Cafe,Cash,510,37,4,No
ORD00543,CUST0163,2026-06-14,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Cash,880,42,3,No
ORD00544,CUST0102,2026-06-15,Karachi,Clifton,Burgers,Cloud Kitchen,Wallet,1330,72,2,No
ORD00545,CUST0272,2026-05-06,Karachi,DHA,Chinese,Casual Dining,Wallet,1000,41,4,No
ORD00546,CUST0410,2026-06-13,Karachi,Clifton,Burgers,Cloud Kitchen,Cash,680,31,3,No
ORD00547,CUST0064,2026-06-06,Karachi,PECHS,Pizza,Casual Dining,Card,2270,52,4,No
ORD00548,CUST0175,2026-05-16,Karachi,DHA,Burgers,Cloud Kitchen,Card,1370,21,5,No
ORD00549,CUST0077,2026-06-05,Lahore,Johar Town,Chinese,Cloud Kitchen,Cash,1550,24,4,No
ORD00550,CUST0176,2026-05-11,Rawalpindi,Satellite Town,Desi,Casual Dining,Wallet,1200,24,3,No
ORD00551,CUST0028,2026-05-09,Karachi,Gulshan-e-Iqbal,Beverages,Cafe,Card,700,28,5,Yes
ORD00552,CUST0315,2026-05-12,Karachi,DHA,Burgers,Cloud Kitchen,Cash,1000,23,4,No
ORD00553,CUST0217,2026-06-04,Karachi,Clifton,Burgers,Cloud Kitchen,CARD,610,38,4,No
ORD00554,CUST0037,2026-05-05,Karachi,Clifton,Pizza,Fast Food,Cash,1660,27,5,No
ORD00555,CUST0016,2026-05-31,Karachi,DHA,Pizza,Fast Food,Card,1200,41,4,Yes
ORD00556,CUST0371,2026-05-29,Islamabad,Blue Area,Pizza,Fast Food,Card,1600,43,5,No
ORD00557,CUST0146,2026-06-15,Karachi,North Nazimabad,Desi,Casual Dining,Cash,1870,33,5,No
ORD00558,CUST0354,2026-05-12,Islamabad,F-10,Desi,Casual Dining,Cash,1220,35,5,No
ORD00559,CUST0151,2026-05-07,Islamabad,Blue Area,Bakery,Bakery,Wallet,840,26,4,No
ORD00560,CUST0404,2026-06-13,Rawalpindi,Bahria Rawalpindi,Beverages,Cloud Kitchen,Cash,420,45,4,Yes
ORD00561,CUST0384,2026-05-19,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1820,50,3,Yes
ORD00562,CUST0222,2026-05-31,Lahore,Gulberg,Healthy,Cafe,Card,720,29,4,Yes
ORD00563,CUST0166,2026-05-07,Lahore,Wapda Town,Pizza,Casual Dining,Cash,1070,26,4,Yes
ORD00564,CUST0121,2026-05-06,Lahore,DHA Lahore,Chinese,Casual Dining,Wallet,1570,38,3,Yes
ORD00565,CUST0039,2026-05-13,Karachi,North Nazimabad,Bakery,Cafe,Cash,480,49,3,Yes
ORD00566,CUST0353,2026-05-23,Karachi,North Nazimabad,Bakery,Bakery,Cash,420,50,4,Yes
ORD00567,CUST0084,2026-06-07,Islamabad,G-11,Pizza,Casual Dining,Wallet,1260,42,3,No
ORD00568,CUST0218,2026-06-02,Lahore,Model Town,Beverages,Cafe,Cash,570,50,2,Yes
ORD00569,CUST0409,2026-05-08,Lahore,Johar Town,Healthy,Cafe,Card,1290,30,3,Yes
ORD00570,CUST0327,2026-05-09,Lahore,Gulberg,Beverages,Cloud Kitchen,Cash,570,18,5,Yes
ORD00571,CUST0412,2026-05-12,Islamabad,F-10,Pizza,Fast Food,Cash,1620,69,4,No
ORD00572,CUST0220,2026-05-19,Karachi,Clifton,Bakery,Bakery,Card,720,39,4,Yes
ORD00573,CUST0091,2026-06-03,Rawalpindi,Saddar,Beverages,Cloud Kitchen,Wallet,440,36,3,No
ORD00574,CUST0028,2026-05-12,Rawalpindi,Saddar,Chinese,Cloud Kitchen,Cash,1430,42,5,Yes
ORD00575,CUST0121,2026-05-06,Karachi,DHA,Burgers,Fast Food,Wallet,1000,44,5,No
ORD00576,CUST0153,2026-05-29,Karachi,North Nazimabad,Beverages,Cloud Kitchen,Card,390,36,4,Yes
ORD00577,CUST0152,2026-05-03,Karachi,Gulshan-e-Iqbal,Beverages,Cafe,Card,370,29,5,No
ORD00578,CUST0297,2026-05-13,Karachi,North Nazimabad,Pizza,Fast Food,Card,1440,38,3,No
ORD00579,CUST0050,2026-05-19,Karachi,Clifton,Chinese,Cloud Kitchen,Card,980,46,4,Yes
ORD00580,CUST0367,2026-05-17,Islamabad,Blue Area,Healthy,Cafe,E-Wallet,880,50,2,Yes
ORD00581,CUST0299,2026-05-24,Karachi,DHA,Desi,Casual Dining,Wallet,1710,40,3,Yes
ORD00582,CUST0289,2026-05-24,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Cash,860,52,2,No
ORD00583,CUST0258,2026-05-27,Lahore,Model Town,Pizza,Casual Dining,Card,1520,44,5,Yes
ORD00584,CUST0348,2026-05-13,Lahore,Gulberg,Beverages,Cloud Kitchen,Cash,640,35,5,Yes
ORD00585,CUST0332,2026-06-09,Karachi,DHA,Burgers,Fast Food,Cash,1290,36,3,Yes
ORD00586,CUST0108,2026-06-12,Lahore,Johar Town,Chinese,Casual Dining,Cash,2010,22,5,Yes
ORD00587,CUST0116,2026-05-31,Rawalpindi,Satellite Town,Bakery,Cafe,Card,500,51,4,No
ORD00588,CUST0164,2026-06-11,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1930,39,4,Yes
ORD00589,CUST0160,2026-06-01,Karachi,DHA,Desi,Casual Dining,Cash,1610,26,3,No
ORD00590,CUST0261,2026-05-10,Karachi,Clifton,Desi,Fast Food,Cash,700,31,3,No
ORD00591,CUST0369,2026-05-06,Rawalpindi,Bahria Rawalpindi,Burgers,Fast Food,Cash,1050,35,5,No
ORD00592,CUST0110,2026-06-09,Lahore,Model Town,Chinese,Casual Dining,Wallet,920,36,5,Yes
ORD00593,CUST0316,2026-05-15,Lahore,Johar Town,Beverages,Cloud Kitchen,Wallet,390,24,4,No
ORD00594,CUST0405,2026-05-17,Islamabad,G-11,Beverages,Cafe,Wallet,420,68,2,No
ORD00595,CUST0403,2026-05-21,Karachi,DHA,Desi,Cloud Kitchen,Cash,1080,66,3,No
ORD00596,CUST0106,2026-05-09,Islamabad,Bahria Town ISB,Desi,Casual Dining,Cash,1830,49,3,Yes
ORD00597,CUST0325,2026-06-14,Islamabad,F-10,Burgers,Fast Food,Cash,810,43,3,Yes
ORD00598,CUST0408,2026-05-29,Islamabad,Blue Area,Bakery,Bakery,Card,480,39,2,No
ORD00599,CUST0368,2026-05-29,Karachi,Gulshan-e-Iqbal,Desi,Cloud Kitchen,Cash,1640,36,3,No
ORD00600,CUST0294,2026-05-23,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Cash,1780,35,4,Yes
ORD00601,CUST0037,2026-05-27,Karachi,North Nazimabad,Desi,Cloud Kitchen,Cash,930,56,3,No
ORD00602,CUST0367,2026-05-02,Rawalpindi,Bahria Rawalpindi,Chinese,Casual Dining,Cash,1460,51,2,No
ORD00603,CUST0142,2026-05-23,Lahore,Wapda Town,Chinese,Casual Dining,Card,1450,18,5,No
ORD00604,CUST0230,2026-05-23,Rawalpindi,Chaklala,Beverages,Fast Food,Cash,330,41,3,No
ORD00605,CUST0212,2026-05-10,Lahore,DHA Lahore,Desi,Casual Dining,Cash,1850,26,4,No
ORD00606,CUST0114,2026-06-07,Karachi,PECHS,Pizza,Casual Dining,Cash,1210,69,2,Yes
ORD00607,CUST0251,2026-06-07,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Cash,1220,43,5,No
ORD00608,CUST0368,2026-06-14,Islamabad,I-8,Burgers,Fast Food,Card,1190,25,5,Yes
ORD00609,CUST0084,2026-06-07,Islamabad,I-8,Chinese,Cloud Kitchen,Wallet,1490,70,4,No
ORD00610,CUST0008,2026-05-24,Rawalpindi,Satellite Town,Desi,Fast Food,Card,1590,37,4,Yes
ORD00611,CUST0096,2026-05-22,Rawalpindi,Chaklala,Pizza,Casual Dining,Wallet,1110,38,4,Yes
ORD00612,CUST0108,2026-05-23,Lahore,Wapda Town,Chinese,Casual Dining,Cash,1740,31,3,Yes
ORD00613,CUST0038,2026-06-14,Lahore,DHA Lahore,Bakery,Bakery,Card,390,60,4,No
ORD00614,CUST0105,2026-05-12,Rawalpindi,Satellite Town,Burgers,Cloud Kitchen,Wallet,770,18,5,No
ORD00615,CUST0147,2026-05-16,Karachi,PECHS,Chinese,Casual Dining,Card,1570,68,3,No
ORD00616,CUST0173,2026-06-12,Lahore,Model Town,Burgers,Fast Food,Wallet,1260,18,5,No
ORD00617,CUST0245,2026-06-08,Lahore,Gulberg,Desi,Cloud Kitchen,Wallet,1250,30,4,Yes
ORD00618,CUST0344,2026-05-24,Karachi,Clifton,Pizza,Fast Food,Cash,830,18,5,Yes
ORD00619,CUST0345,2026-05-08,Karachi,PECHS,Chinese,Fast Food,Cash,1510,61,3,No
ORD00620,CUST0062,2026-05-17,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1550,19,3,No
ORD00621,CUST0272,2026-06-06,Lahore,Wapda Town,Desi,Casual Dining,Wallet,1690,31,4,No
ORD00622,CUST0254,2026-06-13,Karachi,Gulshan-e-Iqbal,Beverages,Cafe,Card,520,36,5,No
ORD00623,CUST0163,2026-05-02,Islamabad,F-10,Bakery,Bakery,Cash,750,23,4,No
ORD00624,CUST0102,2026-05-10,Rawalpindi,Satellite Town,Desi,Cloud Kitchen,Wallet,1290,20,5,Yes
ORD00625,CUST0328,2026-06-05,Karachi,PECHS,Desi,Casual Dining,Cash,1310,40,3,Yes
ORD00626,CUST0226,2026-05-23,Karachi,North Nazimabad,Pizza,Casual Dining,Card,1040,28,5,Yes
ORD00627,CUST0043,2026-05-05,Karachi,DHA,Chinese,Casual Dining,Card,1560,55,4,No
ORD00628,CUST0201,2026-05-02,Islamabad,G-11,Burgers,Cloud Kitchen,Cash,640,41,5,No
ORD00629,CUST0077,2026-05-10,Islamabad,G-11,Desi,Casual Dining,Cash,1230,40,4,No
ORD00630,CUST0274,2026-05-02,Karachi,Gulshan-e-Iqbal,Chinese,Casual Dining,Cash,1430,25,4,Yes
ORD00631,CUST0017,2026-06-01,Karachi,PECHS,Burgers,Cloud Kitchen,Cash,780,32,3,Yes
ORD00632,CUST0016,2026-05-17,Karachi,Gulshan-e-Iqbal,Healthy,Cafe,Card,1280,26,4,No
ORD00633,CUST0052,2026-06-04,Islamabad,Bahria Town ISB,Beverages,Cloud Kitchen,Wallet,510,23,4,No
ORD00634,CUST0402,2026-06-13,Rawalpindi,Bahria Rawalpindi,Desi,Casual Dining,Card,900,25,5,Yes
ORD00635,CUST0274,2026-05-21,Islamabad,I-8,Beverages,Cafe,Cash,450,37,4,Yes
ORD00636,CUST0055,2026-05-31,Lahore,Johar Town,Healthy,Cafe,Card,1330,39,3,No
ORD00637,CUST0111,2026-05-15,Karachi,Clifton,Burgers,Cloud Kitchen,Cash,880,20,5,Yes
ORD00638,CUST0002,2026-05-23,Karachi,Clifton,Pizza,Casual Dining,E-Wallet,1670,20,5,No
ORD00639,CUST0216,2026-05-21,Karachi,Clifton,Beverages,Cafe,Cash,300,32,5,No
ORD00640,CUST0173,2026-05-16,Karachi,DHA,Bakery,Bakery,Cash,620,32,3,Yes
ORD00641,CUST0366,2026-05-19,Lahore,Model Town,Healthy,Casual Dining,Wallet,1510,18,4,Yes
ORD00642,CUST0066,2026-05-26,Lahore,Wapda Town,Burgers,Fast Food,Wallet,1350,40,3,No
ORD00643,CUST0221,2026-05-17,Lahore,Johar Town,Bakery,Cafe,Wallet,380,19,3,Yes
ORD00644,CUST0181,2026-06-07,Rawalpindi,Bahria Rawalpindi,Beverages,Cloud Kitchen,Card,370,66,4,Yes
ORD00645,CUST0235,2026-05-12,Islamabad,Bahria Town ISB,Chinese,Cloud Kitchen,Wallet,1920,41,3,Yes
ORD00646,CUST0110,2026-05-08,Lahore,DHA Lahore,Burgers,Cloud Kitchen,Card,1170,47,2,Yes
ORD00647,CUST0047,2026-05-08,Lahore,Johar Town,Pizza,Cloud Kitchen,Card,1730,22,5,No
ORD00648,CUST0321,2026-06-03,Lahore,Gulberg,Burgers,Cloud Kitchen,Cash,760,38,3,Yes
ORD00649,CUST0066,2026-05-28,Karachi,DHA,Burgers,Cloud Kitchen,Card,1260,26,3,No
ORD00650,CUST0317,2026-05-27,Karachi,DHA,Burgers,Cloud Kitchen,Card,920,36,4,Yes
ORD00651,CUST0268,2026-06-10,Lahore,Gulberg,Pizza,Casual Dining,Cash,1000,28,4,Yes
ORD00652,CUST0013,2026-05-05,Lahore,Wapda Town,Pizza,Fast Food,Wallet,1450,30,5,No
ORD00653,CUST0023,2026-05-03,Karachi,North Nazimabad,Burgers,Fast Food,Wallet,790,38,2,Yes
ORD00654,CUST0050,2026-06-13,Karachi,North Nazimabad,Desi,Casual Dining,Cash,1690,26,3,Yes
ORD00655,CUST0302,2026-05-11,Karachi,DHA,Bakery,Bakery,Wallet,640,71,2,No
ORD00656,CUST0185,2026-05-02,Karachi,North Nazimabad,Desi,Cloud Kitchen,Wallet,1010,34,5,Yes
ORD00657,CUST0307,2026-05-01,Karachi,PECHS,Burgers,Cloud Kitchen,Cash,910,42,2,Yes
ORD00658,CUST0097,2026-06-09,Lahore,Johar Town,Beverages,Cafe,Wallet,710,41,3,Yes
ORD00659,CUST0166,2026-06-02,Karachi,North Nazimabad,Pizza,Fast Food,Card,860,24,5,Yes
ORD00660,CUST0333,2026-06-04,Lahore,Gulberg,Pizza,Fast Food,Card,1330,49,4,No
ORD00661,CUST0171,2026-05-26,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Card,1800,67,4,Yes
ORD00662,CUST0271,2026-05-15,Rawalpindi,Chaklala,Burgers,Fast Food,Card,640,51,3,No
ORD00663,CUST0044,2026-06-04,Lahore,Johar Town,Desi,Casual Dining,Cash,1380,39,5,No
ORD00664,CUST0409,2026-05-22,Islamabad,F-10,Desi,Casual Dining,Cash,1050,23,3,No
ORD00665,CUST0190,2026-05-31,Lahore,Johar Town,Burgers,Fast Food,Cash,740,36,4,No
ORD00666,CUST0200,2026-05-18,Karachi,North Nazimabad,Desi,Casual Dining,Cash,1380,39,4,No
ORD00667,CUST0254,2026-05-23,Karachi,DHA,Desi,Casual Dining,Cash,1460,40,3,Yes
ORD00668,CUST0057,2026-05-11,Islamabad,G-11,Beverages,Fast Food,Cash,530,31,5,No
ORD00669,CUST0320,2026-06-14,Lahore,Johar Town,Burgers,Cloud Kitchen,Cash,940,24,4,Yes
ORD00670,CUST0045,2026-06-01,Karachi,Gulshan-e-Iqbal,Bakery,Bakery,Wallet,780,40,5,No
ORD00671,CUST0113,2026-05-23,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Cash,1790,61,2,No
ORD00672,CUST0098,2026-05-12,Lahore,Johar Town,Pizza,Casual Dining,Card,1630,26,4,Yes
ORD00673,CUST0341,2026-05-12,Karachi,Gulistan-e-Johar,Chinese,Cloud Kitchen,Card,2000,22,5,Yes
ORD00674,CUST0018,2026-05-25,Karachi,PECHS,Pizza,Cloud Kitchen,Wallet,960,36,4,No
ORD00675,CUST0257,2026-05-23,Karachi,Gulistan-e-Johar,Pizza,Casual Dining,Card,1590,40,3,No
ORD00676,CUST0397,2026-05-08,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Cash,1250,26,5,No
ORD00677,CUST0376,2026-05-30,Karachi,Gulistan-e-Johar,Bakery,Cafe,Cash,810,42,5,No
ORD00678,CUST0351,2026-05-09,Karachi,North Nazimabad,Chinese,Cloud Kitchen,Card,1950,53,3,No
ORD00679,CUST0090,2026-06-09,Lahore,Johar Town,Burgers,Fast Food,Cash,580,71,5,No
ORD00680,CUST0345,2026-05-24,Karachi,Gulistan-e-Johar,Chinese,Casual Dining,Card,1260,27,4,Yes
ORD00681,CUST0070,2026-06-05,Karachi,Gulshan-e-Iqbal,Burgers,Cloud Kitchen,Card,1460,76,3,No
ORD00682,CUST0098,2026-05-30,Islamabad,I-8,Beverages,Cafe,Cash,710,28,4,No
ORD00683,CUST0312,2026-05-05,Islamabad,F-10,Healthy,Cloud Kitchen,Cash,960,21,5,No
ORD00684,CUST0130,2026-06-08,Karachi,PECHS,Chinese,Cloud Kitchen,Cash,1970,25,4,No
ORD00685,CUST0391,2026-06-13,Rawalpindi,Chaklala,Chinese,Fast Food,Wallet,1860,46,5,No
ORD00686,CUST0068,2026-05-26,Islamabad,F-10,Desi,Casual Dining,Cash,1770,36,4,No
ORD00687,CUST0279,2026-06-02,Karachi,Clifton,Chinese,Casual Dining,Card,1490,23,4,Yes
ORD00688,CUST0146,2026-06-05,Islamabad,I-8,Bakery,Bakery,Card,450,37,3,Yes
ORD00689,CUST0371,2026-06-11,Karachi,North Nazimabad,Bakery,Bakery,Card,490,41,5,No
ORD00690,CUST0373,2026-06-09,Karachi,Gulistan-e-Johar,Beverages,Cafe,Wallet,660,32,5,No
ORD00691,CUST0125,2026-05-11,Islamabad,Blue Area,Pizza,Casual Dining,Wallet,1680,27,5,No
ORD00692,CUST0036,2026-05-12,Islamabad,Blue Area,Desi,Cloud Kitchen,Cash,1230,54,3,Yes
ORD00693,CUST0329,2026-06-02,Karachi,DHA,Pizza,Fast Food,Cash,1650,32,5,Yes
ORD00694,CUST0416,2026-05-20,Lahore,Johar Town,Burgers,Cloud Kitchen,Cash,1290,47,2,No
ORD00695,CUST0279,2026-06-02,Karachi,Gulshan-e-Iqbal,Healthy,Cafe,Cash,800,58,4,No
ORD00696,CUST0414,2026-05-05,Karachi,Gulshan-e-Iqbal,Desi,Casual Dining,Cash,1950,29,4,Yes
ORD00697,CUST0169,2026-05-20,Rawalpindi,Chaklala,Burgers,Fast Food,Card,850,23,4,No
ORD00698,CUST0300,2026-05-05,Karachi,Clifton,Healthy,Cloud Kitchen,Wallet,1590,22,5,No
ORD00699,CUST0346,2026-06-13,Islamabad,G-11,Desi,Cloud Kitchen,Card,1720,58,4,Yes
ORD00700,CUST0313,2026-05-24,Lahore,Gulberg,Burgers,Fast Food,Cash,1360,35,3,No
ORD00701,CUST0380,2026-05-27,Islamabad,F-10,Beverages,Cafe,Card,650,26,4,Yes
ORD00702,CUST0259,2026-05-19,Karachi,Clifton,Desi,Casual Dining,Cash,1040,39,2,No
ORD00703,CUST0208,2026-05-20,Lahore,Gulberg,Chinese,Casual Dining,Wallet,2320,28,4,No
ORD00704,CUST0161,2026-05-26,Karachi,Gulistan-e-Johar,Chinese,Casual Dining,Cash,2180,66,4,No
ORD00705,CUST0172,2026-05-16,Karachi,Gulshan-e-Iqbal,Bakery,Bakery,Cash,400,25,3,No
ORD00706,CUST0286,2026-05-31,Karachi,Gulistan-e-Johar,Chinese,Casual Dining,Cash,1800,41,4,Yes
ORD00707,CUST0201,2026-05-20,Karachi,DHA,Beverages,Cafe,Card,660,23,5,Yes
ORD00708,CUST0385,2026-05-21,Karachi,Clifton,Bakery,Bakery,Wallet,360,27,5,Yes
ORD00709,CUST0126,2026-05-31,Karachi,PECHS,Burgers,Fast Food,Cash,1120,52,3,No
ORD00710,CUST0098,2026-06-05,Karachi,PECHS,Desi,Casual Dining,Card,1740,33,3,No
ORD00711,CUST0361,2026-06-05,Rawalpindi,Saddar,Chinese,Cloud Kitchen,Card,1180,67,3,No
ORD00712,CUST0353,2026-06-10,Karachi,Gulistan-e-Johar,Desi,Casual Dining,Card,1330,41,3,No
ORD00713,CUST0136,2026-06-01,Islamabad,Blue Area,Desi,Cloud Kitchen,Cash,1200,40,3,No
ORD00714,CUST0140,2026-05-28,Karachi,Gulshan-e-Iqbal,Bakery,Bakery,Cash,610,34,4,No
ORD00715,CUST0036,2026-05-03,Lahore,DHA Lahore,Burgers,Cloud Kitchen,Cash,1170,62,5,Yes
ORD00716,CUST0207,2026-06-08,Karachi,Gulshan-e-Iqbal,Pizza,Fast Food,Wallet,930,19,5,No
ORD00717,CUST0273,2026-05-09,Karachi,North Nazimabad,Beverages,Cafe,Cash,550,44,5,No
ORD00718,CUST0161,2026-05-17,Karachi,Gulshan-e-Iqbal,Chinese,Fast Food,Cash,1270,50,2,Yes
ORD00719,CUST0146,2026-05-08,Karachi,Clifton,Desi,Casual Dining,Wallet,1850,67,4,Yes
ORD00720,CUST0087,2026-06-13,Lahore,Gulberg,Pizza,Fast Food,Card,1510,42,5,No
ORD00721,CUST0378,2026-05-14,Islamabad,Blue Area,Pizza,Fast Food,Cash,940,35,4,No
ORD00722,CUST0148,2026-05-21,Karachi,North Nazimabad,Burgers,Cloud Kitchen,Cash,1010,72,3,No
ORD00723,CUST0075,2026-05-25,Lahore,DHA Lahore,Healthy,Cloud Kitchen,Wallet,1440,45,4,Yes
ORD00724,CUST0009,2026-05-19,Karachi,PECHS,Beverages,Cafe,Wallet,490,20,3,No
ORD00725,CUST0290,2026-06-02,Karachi,North Nazimabad,Burgers,Fast Food,Cash,1100,37,3,Yes
ORD00726,CUST0153,2026-06-12,Karachi,Gulistan-e-Johar,Burgers,Cloud Kitchen,Wallet,660,34,4,Yes
ORD00727,CUST0191,2026-06-03,Karachi,Clifton,Desi,Casual Dining,Wallet,1380,27,5,Yes
ORD00728,CUST0135,2026-05-07,Lahore,DHA Lahore,Burgers,Fast Food,Cash,1130,29,5,No
ORD00729,CUST0091,2026-05-23,Islamabad,Bahria Town ISB,Beverages,Cafe,Wallet,610,33,4,No
ORD00730,CUST0381,2026-05-10,Islamabad,Blue Area,Pizza,Casual Dining,Wallet,2490,27,5,No
ORD00731,CUST0322,2026-05-27,Rawalpindi,Satellite Town,Pizza,Casual Dining,Cash,2280,30,5,No
